Задание: Расчёт значения ряда в точке. ui(x) = (-1)^i*2^(2i)*(i!)^2*x^(2i+1)/(2i+1)!
Автор: Николаев Всеволод Юрьевич    Группа: 2302       Версия: 1
Дата начала: 12.10.2022             Дата окончания:
eps = 0.00000000000000100000
x = 0.99899999999999999911
===========================================================
|  i  |            u            |            s            |
| 884 | -0.00508859531686084963 | +0.62049552313305900153 |
| 885 | +0.00507555242725047078 | +0.62557107556030944195 |
| 886 | -0.00506254620235384659 | +0.62050852935795564047 |
| 887 | +0.00504957652434390517 | +0.62555810588229954217 |
| 888 | -0.00503664327584589858 | +0.62052146260645368869 |
| 889 | +0.00502374633993526738 | +0.62554520894638898643 |
| 890 | -0.00501088560013551905 | +0.62053432334625346911 |
| 891 | +0.00499806094041612033 | +0.62553238428666957383 |
| 892 | -0.00498527224519039816 | +0.62054711204147916526 |
| 893 | +0.00497251939931345460 | +0.62551963144079258949 |
| 894 | -0.00495980228808009550 | +0.62055982915271246103 |
| 895 | +0.00494712079722276540 | +0.62550694994993527587 |
| 896 | -0.00493447481290950306 | +0.62057247513702573638 |
| 897 | +0.00492186422174189977 | +0.62549433935876763702 |
| 898 | -0.00490928891075307662 | +0.62058505044801459682 |
| 899 | +0.00489674876740566790 | +0.62548179921542024218 |
| 900 | -0.00488424367958981923 | +0.62059755553583040300 |
| 901 | +0.00487177353562119695 | +0.62546932907145158520 |
| 902 | -0.00485933822423900621 | +0.62060999084721257812 |
| 903 | +0.00484693763460402726 | +0.62545692848181655421 |
| 904 | -0.00483457165629665262 | +0.62062235682551991633 |
| 905 | +0.00482224017931494418 | +0.62544459700483490128 |
| 906 | -0.00480994309407269723 | +0.62063465391076222399 |
| 907 | +0.00479768029139751497 | +0.62543233420215971208 |
| 908 | -0.00478545166252889852 | +0.62064688253963085085 |
| 909 | +0.00477325709911634311 | +0.62542013963874720783 |
| 910 | -0.00476109649321744457 | +0.62065904314552977628 |
| 911 | +0.00474896973729602156 | +0.62540801288282577008 |
| 912 | -0.00473687672422024465 | +0.62067113615860547426 |
| 913 | +0.00472481734726077577 | +0.62539595350586629774 |
| 914 | -0.00471279150008891996 | +0.62068316200577733355 |
| 915 | +0.00470079907677478561 | +0.62538396108255212003 |
| 916 | -0.00468883997178545786 | +0.62069512111076663441 |
| 917 | +0.00467691407998317796 | +0.62537203519074979763 |
| 918 | -0.00466502129662353833 | +0.62070701389412630267 |
| 919 | +0.00465316151735368274 | +0.62536017541148003485 |
| 920 | -0.00464133463821051959 | +0.62071884077326955342 |
| 921 | +0.00462954055561894378 | +0.62534838132888848072 |
| 922 | -0.00461777916639006993 | +0.62073060216249842380 |
| 923 | +0.00460605036771947161 | +0.62533665253021786246 |
| 924 | -0.00459435405718543795 | +0.62074229847303241669 |
| 925 | +0.00458269013274723025 | +0.62532498860577967470 |
| 926 | -0.00457105849274335851 | +0.62075393011303636737 |
| 927 | +0.00455945903588985887 | +0.62531338914892620195 |
| 928 | -0.00454789166127858319 | +0.62076549748764764391 |
| 929 | +0.00453635626837550245 | +0.62530185375602309605 |
| 930 | -0.00452485275701901366 | +0.62077700099900412489 |
| 931 | +0.00451338102741826071 | +0.62529038202642239774 |
| 932 | -0.00450194098015146028 | +0.62078844104627095568 |
| 933 | +0.00449053251616423829 | +0.62527897356243522520 |
| 934 | -0.00447915553676798018 | +0.62079981802566719384 |
| 935 | +0.00446780994363818375 | +0.62526762796930535071 |
| 936 | -0.00445649563881282251 | +0.62081113233049256550 |
| 937 | +0.00444521252469072363 | +0.62525634485518333250 |
| 938 | -0.00443396050402994520 | +0.62082238435115333353 |
| 939 | +0.00442273947994617066 | +0.62524512383109953628 |
| 940 | -0.00441154935591110946 | +0.62083357447518838779 |
| 941 | +0.00440039003575090366 | +0.62523396451093926629 |
| 942 | -0.00438926142364454673 | +0.62084470308729466925 |
| 943 | +0.00437816342412231021 | +0.62522286651141700808 |
| 944 | -0.00436709594206417893 | +0.62085577056935281615 |
| 945 | +0.00435605888269829239 | +0.62521182945205111547 |
| 946 | -0.00434505215159939825 | +0.62086677730045169987 |
| 947 | +0.00433407565468731191 | +0.62520085295513905255 |
| 948 | -0.00432312929822538470 | +0.62087772365691362708 |
| 949 | +0.00431221298881898172 | +0.62518993664573263569 |
| 950 | -0.00430132663341396739 | +0.62088861001231865355 |
| 951 | +0.00429047013929519626 | +0.62517908015161383073 |
| 952 | -0.00427964341408501852 | +0.62089943673752878706 |
| 953 | +0.00426884636574178470 | +0.62516828310327055007 |
| 954 | -0.00425807890255836766 | +0.62091020420071219021 |
| 955 | +0.00424734093316068637 | +0.62515754513387289393 |
| 956 | -0.00423663236650623741 | +0.62092091276736660621 |
| 957 | +0.00422595311188264048 | +0.62514686587924928052 |
| 958 | -0.00421530307890618464 | +0.62093156280034311756 |
| 959 | +0.00420468217752038593 | +0.62513624497786346446 |
| 960 | -0.00419409031799455444 | +0.62094215465986890568 |
| 961 | +0.00418352741092236149 | +0.62512568207079122207 |
| 962 | -0.00417299336722042492 | +0.62095268870357078761 |
| 963 | +0.00416248809812689441 | +0.62511517680169770284 |
| 964 | -0.00415201151520004728 | +0.62096316528649764255 |
| 965 | +0.00414156353031689024 | +0.62510472881681455881 |
| 966 | -0.00413114405567176993 | +0.62097358476114283832 |
| 967 | +0.00412075300377499204 | +0.62509433776491785117 |
| 968 | -0.00411039028745144308 | +0.62098394747746643585 |
| 969 | +0.00410005581983922517 | +0.62508400329730562373 |
| 970 | -0.00408974951438829341 | +0.62099425378291728261 |
| 971 | +0.00407947128485910363 | +0.62507372506777636456 |
| 972 | -0.00406922104532126717 | +0.62100450402245510606 |
| 973 | +0.00405899871015220903 | +0.62506350273260735673 |
| 974 | -0.00404880419403583821 | +0.62101469853857149683 |
| 975 | +0.00403863741196122065 | +0.62505333595053269580 |
| 976 | -0.00402849827922126345 | +0.62102483767131144710 |
| 977 | +0.00401838671141140167 | +0.62504322438272286178 |
| 978 | -0.00400830262442829557 | +0.62103492175829455579 |
| 979 | +0.00399824593446853130 | +0.62503316769276306974 |
| 980 | -0.00398821655802733283 | +0.62104495113473578982 |
| 981 | +0.00397821441189727659 | +0.62502316554663306380 |
| 982 | -0.00396823941316701376 | +0.62105492613346602315 |
| 983 | +0.00395829147922000142 | +0.62501321761268602284 |
| 984 | -0.00394837052773323698 | +0.62106484708495279801 |
| 985 | +0.00393847647667600314 | +0.62500332356162879854 |
| 986 | -0.00392860924430861631 | +0.62107471431732019784 |
| 987 | +0.00391876874918118019 | +0.62499348306650137630 |
| 988 | -0.00390895491013235150 | +0.62108452815636905342 |
| 989 | +0.00389916764628810619 | +0.62498369580265711321 |
| 990 | -0.00388940687706051729 | +0.62109428892559659374 |
| 991 | +0.00387967252214653242 | +0.62497396144774308713 |
| 992 | -0.00386996450152676634 | +0.62110399694621631905 |
| 993 | +0.00386028273546429107 | +0.62496427968168055678 |
| 994 | -0.00385062714450343799 | +0.62111365253717709667 |
| 995 | +0.00384099764946860354 | +0.62495465018664575485 |
| 996 | -0.00383139417146306305 | +0.62112325601518270091 |
| 997 | +0.00382181663186778814 | +0.62494507264705045912 |
| 998 | -0.00381226495234027359 | +0.62113280769471013176 |
| 999 | +0.00380273905481336464 | +0.62493554674952345174 |
|1000 | -0.00379323886149409741 | +0.62114230788802937688 |
===========================================================
Для расчёта потребовалось 1000 шагов.
